,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
4446,A6348,"['Set 3 taps 1/2-28 UNEF Taper, Plug and Bottom three Taps', 'Capacitor - Variable, Single, 365 pF, CW Rotation', 'SUNKEE DC 3V To 7KV 7000V High Voltage Generator Boost Step-up Power Module', 'Century Drill and Tool 95107 Coarse Plug Hand Tap, 3/8-16', 'JIUWU 1.0mm Tungsten Steel Carbide PCB CNC End Mill Engraving Bits Milling Machine Pack of 10', 'URBESTAC 250V 5A SPDT 1NO 1NC Momentary Hinge Roller Lever Micro Switches 3 Pins 10 Pcs']","3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS","[2986, 2685, 1763, 410, 2464, 3304]",2909,"['<a_224><b_201><c_22>', '<a_236><b_22><c_86>', '<a_30><b_154><c_92>', '<a_224><b_88><c_0>', '<a_17><b_118><c_23>', '<a_236><b_33><c_2>']",<a_223><b_80><c_84>
4447,A7260,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",[562],1847,['<a_223><b_198><c_37>'],<a_223><b_20><c_170>
4448,A7661,"['Dinglab,500ml Chemistry Lab Glassware Kit,glass Distilling,distillation Apparatus,24/40', 'American Educational Clear Borosilicate Glass 1000mL Bomex Filtering Flask', 'American Educational Cast Iron Support Ring Stand with Triangular Base, 7-3/4"" Legs, 7/16"" Diameter x 23"" Length Rod Size']","13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper","[3627, 2820, 237]",2869,"['<a_94><b_4><c_164>', '<a_94><b_242><c_43>', '<a_87><b_22><c_61>']",<a_94><b_93><c_57>
4449,A447,"['CRC 5037 White Lithium Grease - 10 Wt Oz.', '3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch', 'Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Watts SVIG10 Pre-Cut 1/2-Inch Diameter by 3/8-Inch Clear Vinyl Tubing, 10-Foot Length', 'Forney 72729 Wire Cup Brush, Coarse Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.012-Inch', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion']","4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel","[55, 221, 577, 159, 119, 119, 182, 854, 1460, 84]",32,"['<a_173><b_209><c_251>', '<a_202><b_218><c_58>', '<a_71><b_19><c_91>', '<a_107><b_90><c_68>', '<a_210><b_156><c_39>', '<a_210><b_156><c_39>', '<a_107><b_93><c_0>', '<a_228><b_0><c_1>', '<a_193><b_178><c_239>', '<a_104><b_186><c_66>']",<a_193><b_36><c_63>
4450,A5106,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Industrial Test Systems WaterWorks 481108 Total Hardness Test Strip, 3 Second Test Time, 0-1000ppm Range (Pack of 30)', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","WEN 73004 500 lb Capacity Service Cart, X-Large","[181, 181, 813, 182]",1523,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_60><c_41>', '<a_107><b_93><c_0>']",<a_210><b_90><c_184>
4451,A4860,"['Brass Wood Screw, Plain Finish, Round Head, Phillips Drive, 1"" Length, #7 Threads (Pack of 100)', 'Brass Wood Screw, Plain Finish, Round Head, Phillips Drive, 1"" Length, #7 Threads (Pack of 100)', 'Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)', 'Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES', '3M 3407NA Friction Tape, 0.708-Inch x 240-Inch']","CMT 529.095.31 Plug Cutter, 3/8-Inch Minor Diameter, 49/64-Inch Diameter, 1/2-Inch Shank","[2371, 2371, 232, 399, 1425]",1675,"['<a_224><b_146><c_10>', '<a_224><b_146><c_10>', '<a_94><b_163><c_50>', '<a_228><b_187><c_137>', '<a_202><b_12><c_184>']",<a_193><b_218><c_44>
4452,A3575,"['Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch']",Waterpik Sensonic Professional Toothbrush (SR-3000),"[178, 1579, 1022]",697,"['<a_224><b_17><c_207>', '<a_108><b_28><c_178>', '<a_193><b_178><c_200>']",<a_24><b_165><c_166>
4453,A1827,"['5 Inch 1500 Grit High Performance Hook and Loop Wet / Dry Film Sanding Discs, 10 Pack', '3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack","[1922, 2161]",3,"['<a_68><b_137><c_112>', '<a_223><b_80><c_140>']",<a_224><b_163><c_184>
4454,A1749,"['Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2', 'iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard Floor Surfaces', 'FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity', 'Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks', 'SE TL10 10-Piece Test Lead Set with Alligator Clips', 'OCR 2.54mm Pitch Dual Row DIP IC Sockets Solder Type Adaptor Set 6,8,14,16,18,24,28,40 Pin Electronic Components Socket Adapter Connector 100pcs', 'Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm', 'BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)', 'eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue']",Joe Knows Electronics 1W 86 Value 860 Piece Resistor Kit,"[563, 2264, 2933, 2402, 281, 2879, 1820, 1551, 2157]",2803,"['<a_223><b_59><c_60>', '<a_24><b_91><c_161>', '<a_197><b_170><c_216>', '<a_73><b_185><c_122>', '<a_211><b_100><c_25>', '<a_73><b_191><c_28>', '<a_73><b_234><c_141>', '<a_223><b_184><c_15>', '<a_223><b_126><c_16>']",<a_73><b_174><c_0>
4455,A7692,"['RiteBrew Rubber Stopper - Size 10 - Drilled', 'Home Brew Ohio 6382a Pectic Enzyme (powder) - 1 lb.']",Acid Blend - 8 oz.,"[1324, 1727]",1715,"['<a_14><b_216><c_46>', '<a_150><b_81><c_248>']",<a_150><b_48><c_173>
4456,A5770,"['Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)']","Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",[42],159,['<a_71><b_242><c_21>'],<a_107><b_90><c_68>
4457,A6421,"['Buna-N O-Ring Kit, 70A Durometer, 382 Pieces, 30 Sizes', 'Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark']","ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000)","[1041, 66, 1107]",2145,"['<a_206><b_18><c_26>', '<a_104><b_185><c_92>', '<a_223><b_198><c_230>']",<a_197><b_62><c_112>
4458,A3948,"['Propylene Glycol 1 Quart - USP - KOSHER - PURE', 'Capri Tools 10019 Assorted Heat Shrink Tubing for Wires and Cables', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']","Neiko 50458A Snap Ring Shop Assortment, 300 Count | 18 Sizes (1/8"" - 1-1/4"") | Hardened Steel","[1482, 1547, 181, 181, 182]",577,"['<a_150><b_98><c_251>', '<a_228><b_69><c_211>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_71><b_19><c_91>
4459,A2094,"['Muslin Bags 10 Count', 'Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'PYREX 2L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, 1/pk', 'White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25\' Length', 'White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10\' Length', 'Apera Instruments AI311 PH60 Premium Waterproof pH Pocket Tester, Replaceable Probe, &plusmn;0.01 pH Accuracy, -2.00-16.00 pH Range', 'Arlington LPCG50-1 Low-Profile Strain Relief Cord Connector, 1/2 Inch', 'Eagle Brewing BE510 Siphon Spray Wort Aerator', 'RiteBrew 812325 Briess - Dry Malt Extract - Golden Light - 3 lbs.', 'Brew Hauler FE338  Nylon carboy carrier']","KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool","[2607, 152, 1080, 93, 94, 2862, 109, 1419, 2822, 2970]",2444,"['<a_210><b_171><c_62>', '<a_228><b_113><c_68>', '<a_94><b_195><c_69>', '<a_228><b_158><c_82>', '<a_228><b_158><c_11>', '<a_107><b_231><c_2>', '<a_67><b_158><c_175>', '<a_150><b_101><c_162>', '<a_150><b_107><c_248>', '<a_150><b_28><c_225>']",<a_17><b_216><c_3>
4460,A5324,"['Extech TL807C Insulated Alligator Clips', 'Lisle 52750 Stethoscope Kit', 'Lisle 52750 Stethoscope Kit']","Flex Shot 30804 Rubber Adhesive Sealant Caulk, 8-oz, Almond (Mildew Resistant), 1 Pack","[1806, 366, 366]",2077,"['<a_211><b_30><c_94>', '<a_180><b_233><c_123>', '<a_180><b_233><c_123>']",<a_244><b_107><c_224>
4461,A7667,"['eSUN 1.75mm Glass Watermelon Red PLA 3D Printer filament 1kg Spool (2.2lbs), Glass Red', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, Green', 'eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White']",Function Generator DIY KIT by JYE Tech FG085,"[2281, 2583, 3414]",3415,"['<a_223><b_144><c_8>', '<a_223><b_198><c_165>', '<a_223><b_232><c_186>']",<a_30><b_149><c_83>
4462,A1347,"['Micro Swiss All Metal Hotend with SLOTTED Cooling Block for Wanhao i3', 'BIQU Upgrade Wear Resistant MK10 Nozzles M7 0.4mm Threaded Stainless Steel Nozzle Extrusion Head (Pack of 5pcs)', 'URBEST Heat Gun kit Fast Heating 1500W Hot Air Blower with 150Pcs 8 Various Heat Shrink Tubing', 'Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm', 'PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters', 'BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs)', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)', 'Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)', 'SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps']","Monoprice ABS 3D Printer Filament - White - 1kg Spool, 1.75mm Thick | For All ABS Compatible Printers","[2727, 2728, 2729, 1402, 2730, 2474, 84, 2731, 151, 310]",2156,"['<a_91><b_195><c_227>', '<a_91><b_249><c_30>', '<a_79><b_208><c_153>', '<a_206><b_219><c_143>', '<a_223><b_147><c_197>', '<a_91><b_29><c_195>', '<a_104><b_186><c_66>', '<a_197><b_78><c_121>', '<a_68><b_98><c_239>', '<a_42><b_225><c_133>']",<a_223><b_78><c_229>
4463,A4931,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator']",VIVOSUN 6 Inch 440 CFM Inline Duct Ventilation Fan with Variable Speed Controller,"[181, 181, 182]",2807,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>']",<a_158><b_91><c_208>
4464,A6615,"['Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES', 'Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)']","E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400)","[399, 2734]",1601,"['<a_228><b_187><c_137>', '<a_158><b_72><c_232>']",<a_73><b_56><c_30>
4465,A4214,"['Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece)', 'BQLZR M4 Stainless Steel 304 Hook & Eye Turnbuckle Wire Rope Tension Pack Of 5', 'Ideal 2006S Crimp Connector (Pack of 100)', 'Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor', 'Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG', 'Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG', 'Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing', 'Ancor Heat Shrink Ring Terminals']",Ancor Heat Shrink Ring Terminals,"[809, 649, 2389, 3338, 216, 217, 883, 3209]",3210,"['<a_67><b_108><c_20>', '<a_17><b_118><c_175>', '<a_67><b_251><c_182>', '<a_23><b_188><c_189>', '<a_17><b_217><c_0>', '<a_17><b_217><c_0>', '<a_228><b_127><c_107>', '<a_67><b_199><c_0>']",<a_67><b_199><c_0>
4466,A2865,"['Kano Aerokroil Penetrating Oil, 10 oz. aerosol (AEROKROIL)', 'WD-40 100324 Multi-Use Product Spray with Smart Straw, 12 oz. (Pack of 1)', 'CRC 5037 White Lithium Grease - 10 Wt Oz.', 'Vestil BTL-RC-4 Low Density Polyethylene (LDPE) Round Squeeze Dispensing Bottle with Removable Red Cap, 4 oz Capacity, Clear', 'Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz)', 'Bluecell Pack of 12 Sandpaper abrasive dry/wet paper Sheets 400/600/800/1000/1200/1500 Grit 9"" x 3.6"" hobby tool', 'T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray']","Super Glue 15187 Super Glue, 12-Pack","[348, 279, 55, 3111, 515, 2292, 278]",114,"['<a_173><b_149><c_147>', '<a_173><b_27><c_142>', '<a_173><b_209><c_251>', '<a_150><b_129><c_58>', '<a_150><b_132><c_2>', '<a_206><b_62><c_157>', '<a_202><b_118><c_74>']",<a_165><b_214><c_252>
4467,A5784,"['Rockler Cyanoacrylate Quick-Set Medium Adhesive, 4.5 oz Bottle']","3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",[745],1008,['<a_165><b_187><c_171>'],<a_180><b_11><c_69>
4468,A6122,"['Forearm Forklift Lifting and Moving Straps, Pink, Model L74995P', 'Avery 12605 Double Wired Shipping Tags, 13pt. Stock, 4 3/4 x 2 3/8, Manila (Box of 1000)', 'iRobot Roomba 880 Robot Vacuum', 'Performacide 122000 Mold and Mildew Eliminator, Gallon Kit', 'Performacide 102000 Disinfectant for Hard Non-Porous Surfaces Gallon Kit', 'T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray', 'Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit', 'PORTER-CABLE Wet/Dry Vacuum, 6 Gallon, 4 Horsepower', '3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)', 'ZING 7119 RecycLockout Lockout Tagout Kit, 11 Component, General Application']","Apera Instruments EC20 Value Conductivity Pocket Tester, &plusmn;1% F.S Accuracy, BPB Sensor, Complete Kit","[1201, 1085, 207, 2190, 2163, 278, 821, 2168, 2143, 2195]",2496,"['<a_87><b_87><c_215>', '<a_68><b_105><c_85>', '<a_24><b_91><c_61>', '<a_66><b_11><c_126>', '<a_66><b_11><c_11>', '<a_202><b_118><c_74>', '<a_107><b_231><c_0>', '<a_24><b_2><c_140>', '<a_223><b_27><c_220>', '<a_71><b_135><c_89>']",<a_36><b_141><c_148>
4469,A4870,"['3M  Pro Strength Duct Tape, 1260-A, 1.88  Inches by 60 Yards', '3M  Pro Strength Duct Tape, 1260-A, 1.88  Inches by 60 Yards', 'Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD']",Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip;,"[553, 553, 876]",83,"['<a_202><b_66><c_28>', '<a_202><b_66><c_28>', '<a_17><b_180><c_2>']",<a_17><b_20><c_23>
4470,A6588,"['Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', 'Teenitor 120Pcs M3 Nylon Hex Spacers Screw Nut Stand-off Plastic Accessories Assortment White', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow', '3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', '3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)']","3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK","[285, 2630, 1851, 2697, 3453]",3112,"['<a_73><b_8><c_168>', '<a_224><b_218><c_29>', '<a_223><b_198><c_9>', '<a_223><b_80><c_159>', '<a_223><b_80><c_91>']",<a_223><b_80><c_3>
4471,A7683,"['6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Diameter, 24"" Length","[1153, 1154, 1155]",1156,"['<a_251><b_198><c_140>', '<a_251><b_198><c_114>', '<a_251><b_198><c_9>']",<a_251><b_198><c_132>
4472,A7676,"['PC Products 80115 PC-11 Two-Part Marine Grade Epoxy Adhesive Paste, 1/2 lb in Two Cans, Off White', 'PORTER-CABLE PBN18125 18 Gauge 1-1/4-Inch Brad Nail (5000-Pack)']","Karter Scientific 210P2 Safety Wash Bottle, Narrow Mouth, 500 mL Capacity, Polypropylene/Plastic (Pack of 6)","[2600, 2520]",1365,"['<a_165><b_234><c_74>', '<a_42><b_133><c_2>']",<a_206><b_145><c_160>
4473,A3575,"['Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes', 'Superior Pump 99555 Universal Check Valve, Plastic, Fits all 1-1/4-Inch or 1-1/2-Inch MIP or FIP', 'Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch', 'Waterpik Sensonic Professional Toothbrush (SR-3000)']","Handi-Bag HAB6FW130 Super Value Pack, 8gal, 0.6mil, 22 x 24, White (Box of 130)","[178, 1579, 1022, 697]",2262,"['<a_224><b_17><c_207>', '<a_108><b_28><c_178>', '<a_193><b_178><c_200>', '<a_24><b_165><c_166>']",<a_210><b_29><c_50>
4474,A6160,"['LASCO 11-1033 PTFE Pipe Sealant Tape, 1/2-Inch x 100-Inch, White', 'Red Devil 077020 Lifetime Ultra Premium Elastomeric Acrylic Latex Sealant, 10.1-Ounce, Almond', 'Green Grease 203 Synthetic Waterproof High Temperature Grease, 3 Oz. Tube (Pack of 3)', 'Grip Rite Prime Guard MAXS62713 T-25 Star Type 17 Point Stainless Steel Deck Screw, 10X3-Inch, 1-lb, Pack of 68']",Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol,"[160, 1941, 1181, 1875]",141,"['<a_79><b_87><c_179>', '<a_244><b_16><c_145>', '<a_173><b_61><c_128>', '<a_224><b_79><c_67>']",<a_173><b_23><c_3>
4475,A7245,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue', 'HICTOP Desktop 3D Printer, Black', 'Dremel PLA 3D Printer Filament, 1.75 mm Diameter, 0.5 kg Spool Weight, White Translucent']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black","[50, 3534, 3675]",562,"['<a_223><b_198><c_36>', '<a_158><b_66><c_0>', '<a_223><b_91><c_95>']",<a_223><b_198><c_37>
4476,A5955,"['KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool', 'FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity', 'HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood', '30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark', 'XiKe 30012X (300 Qty) 1/2"" Steel Balls, Slingshot Ammo Steel shot - G100', '3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold']","BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3)","[2444, 2933, 3016, 1597, 1107, 3202, 2660, 2058, 3103]",3370,"['<a_17><b_216><c_3>', '<a_197><b_170><c_216>', '<a_223><b_201><c_101>', '<a_251><b_44><c_109>', '<a_223><b_198><c_230>', '<a_71><b_207><c_232>', '<a_223><b_80><c_158>', '<a_223><b_198><c_34>', '<a_223><b_72><c_48>']",<a_223><b_184><c_0>
4477,A2098,"['Rosiness 180Pcs M3 Nylon Hex Spacers Screw Nut Stand-off Plastic Accessories Assortment Black', 'Phantom YoYo Arduino compatible Light Sensor', 'Uxcell a11053100ux0301 Female RF Coaxial Connector Straight (Pack of 5)', 'Learn To Brew LLC Food Grade Vinyl Tubing - 10 feet 5/16 ID - 7/16 OD', '3M Scotch #35 Electrical Tape Value Pack (10457NA)', 'uxcell 5 Pcs Common Cathode 12 Terminals 4 Bit 7 Segment 0.36"" Red LED Display Digital Tube', 'Uxcell a12041700ux0257 6"" SMA Male to SMA Right Angle Male Connector Jumper Pigtail Cable RG316', 'FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape', 'Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)', 'HYDROMETER - ALCOHOL, 0-200 PROOF and Tralle by Bellwether']",FE455 Rubber Stopper- Size 8- Drilled,"[2482, 2623, 3179, 1417, 711, 3180, 1462, 1568, 152, 1420]",3028,"['<a_224><b_218><c_4>', '<a_30><b_51><c_82>', '<a_23><b_148><c_141>', '<a_228><b_44><c_48>', '<a_202><b_218><c_109>', '<a_73><b_208><c_227>', '<a_23><b_241><c_73>', '<a_122><b_126><c_5>', '<a_228><b_113><c_68>', '<a_94><b_254><c_113>']",<a_108><b_247><c_195>
4478,A2911,"['Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)']",MDF Acoustica Deluxe Lightweight Dual Head Stethoscope - All Black (MDF747XP-BO),[130],455,['<a_202><b_52><c_171>'],<a_180><b_31><c_233>
4479,A4877,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', ""VIVOSUN 6 inch Inline Duct Booster Fan 240 CFM, Low Noise & Extra Long 5.5' Grounded Power Cord""]",VIVOSUN 6 Inch 440 CFM Inline Duct Ventilation Fan with Variable Speed Controller,"[181, 181, 159, 182, 1836]",2807,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_90><c_68>', '<a_107><b_93><c_0>', '<a_158><b_198><c_158>']",<a_158><b_91><c_208>
